sentence,group,step,stl_formula,label,cosine_sim
"Many of those stained positively for CC3/PARP1, consistent with apoptosis, starting on day 4 post inoculation, and progressing over time (Figs. 5 and 6).",0,raw,"globally[4,inf](cc3(t) > c(low) and d_cc3(t) > 0)",,0.424602
"Many of those stained positively for CC3/PARP1, consistent with apoptosis, starting on day 4 post inoculation, and progressing over time (Figs. 5 and 6).",0,raw,"eventually[4, inf]globally(cc3(t) > c(low) and d_cc3(t) > 0)",,0.456553
"Many of those stained positively for CC3/PARP1, consistent with apoptosis, starting on day 4 post inoculation, and progressing over time (Figs. 5 and 6).",0,raw,"globally[4,inf](cc3(t) > c(high) and d_cc3(t) > 0)",,0.421411
"Many of those stained positively for CC3/PARP1, consistent with apoptosis, starting on day 4 post inoculation, and progressing over time (Figs. 5 and 6).",0,raw,"eventually[4,inf]globally(cc3(t) > c(low) and d_cc3(t) > d_c(low))",,0.429519
"Many of those stained positively for CC3/PARP1, consistent with apoptosis, starting on day 4 post inoculation, and progressing over time (Figs. 5 and 6).",0,raw,"globally[4,inf](cc3(t) > c(high) and d_cc3(t) > d_c(low))",,0.395067
"Many of those stained positively for CC3/PARP1, consistent with apoptosis, starting on day 4 post inoculation, and progressing over time (Figs. 5 and 6).",0,raw,"eventually[4,inf]globally(cc3(t) > c(mid) and d_cc3(t) > d_c(low))",,0.435033
"Many of those stained positively for CC3/PARP1, consistent with apoptosis, starting on day 4 post inoculation, and progressing over time (Figs. 5 and 6).",0,raw,"eventually[4,inf]globally(cc3(t) > c(low) and d_cc3(t) > 0)",,0.456553
"Many of those stained positively for CC3/PARP1, consistent with apoptosis, starting on day 4 post inoculation, and progressing over time (Figs. 5 and 6).",0,raw,"eventually[4,inf]globally(cc3(t) > c(high) and d_cc3(t) > d_c(low))",,0.432432
"Many of those stained positively for CC3/PARP1, consistent with apoptosis, starting on day 4 post inoculation, and progressing over time (Figs. 5 and 6).",0,raw,"globally[4,inf](d_cc3(t) > 0)",,0.385637
"Many of those stained positively for CC3/PARP1, consistent with apoptosis, starting on day 4 post inoculation, and progressing over time (Figs. 5 and 6).",0,raw,"globally[4, inf](cc3(t) > c(low) and d_cc3(t) > 0)",,0.424602
"Many of those stained positively for CC3/PARP1, consistent with apoptosis, starting on day 4 post inoculation, and progressing over time (Figs. 5 and 6).",0,raw,"globally[4,inf](cc3(t) > c(high) and d_cc3(t) > 0)",,0.421411
"Many of those stained positively for CC3/PARP1, consistent with apoptosis, starting on day 4 post inoculation, and progressing over time (Figs. 5 and 6).",0,consolidated,"eventually[4, inf]globally(cc3(t) > c(low) and d_cc3(t) > 0)",1,0.456553
"However, by day 5 of EBOV GPΔO/rVSV infection, TIM-1-/- mice had a 100-fold reduction in viremia compared to control mice (Fig 2) and a similar trend was observed during infections with full length EBOV GP/rVSV (S3 Fig).",0,raw,"eventually[5,inf]globally(titers(t) < c(low))",,0.044948
"However, by day 5 of EBOV GPΔO/rVSV infection, TIM-1-/- mice had a 100-fold reduction in viremia compared to control mice (Fig 2) and a similar trend was observed during infections with full length EBOV GP/rVSV (S3 Fig).",0,raw,"globally[5,5](virus(t) < c(low))",,0.375299
"However, by day 5 of EBOV GPΔO/rVSV infection, TIM-1-/- mice had a 100-fold reduction in viremia compared to control mice (Fig 2) and a similar trend was observed during infections with full length EBOV GP/rVSV (S3 Fig).",0,raw,"globally[5,5](titers(t) < c(low))",,0.043051
"However, by day 5 of EBOV GPΔO/rVSV infection, TIM-1-/- mice had a 100-fold reduction in viremia compared to control mice (Fig 2) and a similar trend was observed during infections with full length EBOV GP/rVSV (S3 Fig).",0,raw,"globally[5,5](titers(t) < c(low))",,0.043051
"However, by day 5 of EBOV GPΔO/rVSV infection, TIM-1-/- mice had a 100-fold reduction in viremia compared to control mice (Fig 2) and a similar trend was observed during infections with full length EBOV GP/rVSV (S3 Fig).",0,raw,"globally[5,5](titers(t) < c(low))",,0.043051
"However, by day 5 of EBOV GPΔO/rVSV infection, TIM-1-/- mice had a 100-fold reduction in viremia compared to control mice (Fig 2) and a similar trend was observed during infections with full length EBOV GP/rVSV (S3 Fig).",0,raw,"globally[5,5](virus(t) < c(low))",,0.375299
"However, by day 5 of EBOV GPΔO/rVSV infection, TIM-1-/- mice had a 100-fold reduction in viremia compared to control mice (Fig 2) and a similar trend was observed during infections with full length EBOV GP/rVSV (S3 Fig).",0,raw,"eventually[5,5](sarscov2(t) < c(low))",,0.228026
"However, by day 5 of EBOV GPΔO/rVSV infection, TIM-1-/- mice had a 100-fold reduction in viremia compared to control mice (Fig 2) and a similar trend was observed during infections with full length EBOV GP/rVSV (S3 Fig).",0,raw,"globally[5,5](virus(t) < c(low)) and globally[5,inf](d_virus(t) < 0)",,0.402594
"However, by day 5 of EBOV GPΔO/rVSV infection, TIM-1-/- mice had a 100-fold reduction in viremia compared to control mice (Fig 2) and a similar trend was observed during infections with full length EBOV GP/rVSV (S3 Fig).",0,raw,"globally[5,inf](titers(t) < c(low))",,0.034940
"However, by day 5 of EBOV GPΔO/rVSV infection, TIM-1-/- mice had a 100-fold reduction in viremia compared to control mice (Fig 2) and a similar trend was observed during infections with full length EBOV GP/rVSV (S3 Fig).",0,raw,"eventually[5,5](titers(t) < c(low))",,0.058370
"However, by day 5 of EBOV GPΔO/rVSV infection, TIM-1-/- mice had a 100-fold reduction in viremia compared to control mice (Fig 2) and a similar trend was observed during infections with full length EBOV GP/rVSV (S3 Fig).",0,raw,"globally[5,5](virus(t) < c(low))",,0.375299
"However, by day 5 of EBOV GPΔO/rVSV infection, TIM-1-/- mice had a 100-fold reduction in viremia compared to control mice (Fig 2) and a similar trend was observed during infections with full length EBOV GP/rVSV (S3 Fig).",0,raw,"globally[5,5](virus(t) < c(low))",,0.375299
"However, by day 5 of EBOV GPΔO/rVSV infection, TIM-1-/- mice had a 100-fold reduction in viremia compared to control mice (Fig 2) and a similar trend was observed during infections with full length EBOV GP/rVSV (S3 Fig).",0,raw,"globally[5,inf](virus(t) < c(low))",,0.363265
"However, by day 5 of EBOV GPΔO/rVSV infection, TIM-1-/- mice had a 100-fold reduction in viremia compared to control mice (Fig 2) and a similar trend was observed during infections with full length EBOV GP/rVSV (S3 Fig).",0,raw,"eventually[5,5](titers(t) < c(low))",,0.058370
"However, by day 5 of EBOV GPΔO/rVSV infection, TIM-1-/- mice had a 100-fold reduction in viremia compared to control mice (Fig 2) and a similar trend was observed during infections with full length EBOV GP/rVSV (S3 Fig).",0,raw,"globally[5,inf](titers(t) < c(low))",,0.034940
"However, by day 5 of EBOV GPΔO/rVSV infection, TIM-1-/- mice had a 100-fold reduction in viremia compared to control mice (Fig 2) and a similar trend was observed during infections with full length EBOV GP/rVSV (S3 Fig).",0,raw,"globally[5,5](titers(t) < c(low))",,0.043051
"However, by day 5 of EBOV GPΔO/rVSV infection, TIM-1-/- mice had a 100-fold reduction in viremia compared to control mice (Fig 2) and a similar trend was observed during infections with full length EBOV GP/rVSV (S3 Fig).",0,raw,"eventually[5,5](titers(t) < c(low))",,0.058370
"However, by day 5 of EBOV GPΔO/rVSV infection, TIM-1-/- mice had a 100-fold reduction in viremia compared to control mice (Fig 2) and a similar trend was observed during infections with full length EBOV GP/rVSV (S3 Fig).",0,raw,"eventually[5,5](sarscov2(t) < c(low))",,0.228026
"However, by day 5 of EBOV GPΔO/rVSV infection, TIM-1-/- mice had a 100-fold reduction in viremia compared to control mice (Fig 2) and a similar trend was observed during infections with full length EBOV GP/rVSV (S3 Fig).",0,raw,"globally[5,5](titers(t) < c(low))",,0.043051
"However, by day 5 of EBOV GPΔO/rVSV infection, TIM-1-/- mice had a 100-fold reduction in viremia compared to control mice (Fig 2) and a similar trend was observed during infections with full length EBOV GP/rVSV (S3 Fig).",0,raw,"globally[5,inf](titers(t) < c(low))",,0.034940
"However, by day 5 of EBOV GPΔO/rVSV infection, TIM-1-/- mice had a 100-fold reduction in viremia compared to control mice (Fig 2) and a similar trend was observed during infections with full length EBOV GP/rVSV (S3 Fig).",0,consolidated,"globally[5,5](virus(t) < c(low))",1,0.375299
"However, by day 5 of EBOV GPΔO/rVSV infection, TIM-1-/- mice had a 100-fold reduction in viremia compared to control mice (Fig 2) and a similar trend was observed during infections with full length EBOV GP/rVSV (S3 Fig).",0,consolidated,"globally[5,inf](d_virus(t) < 0)",0,0.389486
"Ebola survivors need 158 days to clear the virus, and Ebola fatalities result when the individual cannot clear the virus before death (17).",1,raw,"eventually[158,158]globally(virus(t) < c(low)) and globally[0,17](virus(t) > c(low))",,0.409057
"Ebola survivors need 158 days to clear the virus, and Ebola fatalities result when the individual cannot clear the virus before death (17).",1,consolidated,"eventually[158,158]globally(virus(t) < c(low))",1,0.408656
"Ebola survivors need 158 days to clear the virus, and Ebola fatalities result when the individual cannot clear the virus before death (17).",1,consolidated,"globally[0,17](virus(t) > c(low))",0,0.440259
Patients with primary dengue hemorrhagic fever need a long time (far more than 12 days) to clear the viral protein NS1 (18).,0,raw,"globally[0,18](ns1(t) = c(high))",,0.270328
Patients with primary dengue hemorrhagic fever need a long time (far more than 12 days) to clear the viral protein NS1 (18).,0,raw,"eventually[12,inf]globally(ns1(t) = c(low))",,0.249977
Patients with primary dengue hemorrhagic fever need a long time (far more than 12 days) to clear the viral protein NS1 (18).,0,raw,"globally[0,12](ns1(t) > c(low))",,0.233802
Patients with primary dengue hemorrhagic fever need a long time (far more than 12 days) to clear the viral protein NS1 (18).,0,raw,"globally[0,18](ns1(t) > c(low))",,0.255219
Patients with primary dengue hemorrhagic fever need a long time (far more than 12 days) to clear the viral protein NS1 (18).,0,raw,"globally[0,18](ns1(t) > c(low))",,0.255219
Patients with primary dengue hemorrhagic fever need a long time (far more than 12 days) to clear the viral protein NS1 (18).,0,raw,"eventually[18,inf]globally(ns1(t) < c(low))",,0.260860
Patients with primary dengue hemorrhagic fever need a long time (far more than 12 days) to clear the viral protein NS1 (18).,0,raw,"eventually[18,inf]globally(ns1(t) < c(low))",,0.260860
Patients with primary dengue hemorrhagic fever need a long time (far more than 12 days) to clear the viral protein NS1 (18).,0,raw,"eventually[18,inf]globally(ns1(t) = c(low))",,0.275886
Patients with primary dengue hemorrhagic fever need a long time (far more than 12 days) to clear the viral protein NS1 (18).,0,raw,"eventually[12,inf]globally(ns1(t) = c(low))",,0.249977
Patients with primary dengue hemorrhagic fever need a long time (far more than 12 days) to clear the viral protein NS1 (18).,0,raw,"eventually[12,inf]globally(ns1(t) = c(low))",,0.249977
Patients with primary dengue hemorrhagic fever need a long time (far more than 12 days) to clear the viral protein NS1 (18).,0,raw,"globally[0,18](ns1(t) > c(low))",,0.255219
Patients with primary dengue hemorrhagic fever need a long time (far more than 12 days) to clear the viral protein NS1 (18).,0,raw,"eventually[12,inf]globally(ns1(t) = c(low))",,0.249977
Patients with primary dengue hemorrhagic fever need a long time (far more than 12 days) to clear the viral protein NS1 (18).,0,raw,"globally[0,12](ns1(t) > c(low))",,0.233802
Patients with primary dengue hemorrhagic fever need a long time (far more than 12 days) to clear the viral protein NS1 (18).,0,consolidated,"globally[0,18](ns1(t) = c(high))",0,0.270328
Patients with primary dengue hemorrhagic fever need a long time (far more than 12 days) to clear the viral protein NS1 (18).,0,consolidated,"eventually[18,inf]globally(ns1(t) < c(low))",1,0.260860
Patients with primary dengue hemorrhagic fever need a long time (far more than 12 days) to clear the viral protein NS1 (18).,0,consolidated,"eventually[18,inf]globally(ns1(t) = c(low))",1,0.275886
"85% of HCV patients cannot clear the virus within 9 months (15% of patients cleared HCV spontaneously within 108 days) (19, 20).",2,raw,"eventually[0,108]globally(virus(t) < c(low))",,0.466392
"85% of HCV patients cannot clear the virus within 9 months (15% of patients cleared HCV spontaneously within 108 days) (19, 20).",2,raw,"eventually[0,108]globally(virus(t) < c(low))",,0.466392
"85% of HCV patients cannot clear the virus within 9 months (15% of patients cleared HCV spontaneously within 108 days) (19, 20).",2,raw,"eventually[0,108](virus(t) < c(low))",,0.461590
"85% of HCV patients cannot clear the virus within 9 months (15% of patients cleared HCV spontaneously within 108 days) (19, 20).",2,raw,"eventually[0,108]globally(virus(t) = c(low))",,0.487001
"85% of HCV patients cannot clear the virus within 9 months (15% of patients cleared HCV spontaneously within 108 days) (19, 20).",2,raw,"eventually[0,108](virus(t) < c(low))",,0.461590
"85% of HCV patients cannot clear the virus within 9 months (15% of patients cleared HCV spontaneously within 108 days) (19, 20).",2,raw,"eventually[0,108]globally(virus(t) < c(low))",,0.466392
"85% of HCV patients cannot clear the virus within 9 months (15% of patients cleared HCV spontaneously within 108 days) (19, 20).",2,raw,"eventually[0,108]globally(virus(t) = c(low))",,0.487001
"85% of HCV patients cannot clear the virus within 9 months (15% of patients cleared HCV spontaneously within 108 days) (19, 20).",2,raw,"eventually[0,108](virus(t) < c(low))",,0.461590
"85% of HCV patients cannot clear the virus within 9 months (15% of patients cleared HCV spontaneously within 108 days) (19, 20).",2,raw,"eventually[0,108](virus(t) < c(low))",,0.461590
"85% of HCV patients cannot clear the virus within 9 months (15% of patients cleared HCV spontaneously within 108 days) (19, 20).",2,raw,"eventually[0,108](virus(t) < c(low)) and globally[0,270](virus(t) > c(low))",,0.481274
"85% of HCV patients cannot clear the virus within 9 months (15% of patients cleared HCV spontaneously within 108 days) (19, 20).",2,raw,"eventually[0,108](virus(t) = c(low))",,0.485446
"85% of HCV patients cannot clear the virus within 9 months (15% of patients cleared HCV spontaneously within 108 days) (19, 20).",2,consolidated,"eventually[0,108](virus(t) = c(low))",1,0.485446
Viral RNA decreased slightly in the survivor between days 8 and 10 and was no longer detectable after day 12.,2,raw,"globally[8,10](d_virus(t) = -d_c(low)) and globally[12,inf](virus(t) = c(low))",,0.616822
Viral RNA decreased slightly in the survivor between days 8 and 10 and was no longer detectable after day 12.,2,raw,"globally[8,10](d_virus(t) = -d_c(low)) and globally[12,inf](virus(t) = c(low))",,0.616822
Viral RNA decreased slightly in the survivor between days 8 and 10 and was no longer detectable after day 12.,2,raw,"globally[8,10](d_virus(t) = -d_c(low)) and globally[12,inf](virus(t) = c(low))",,0.616822
Viral RNA decreased slightly in the survivor between days 8 and 10 and was no longer detectable after day 12.,2,raw,"globally[8,10](d_virus(t) = -d_c(low)) and globally[12,inf](virus(t) = c(low))",,0.616822
Viral RNA decreased slightly in the survivor between days 8 and 10 and was no longer detectable after day 12.,2,raw,"globally[8,10](d_virus(t) = -d_c(low)) and globally[12,inf](virus(t) = c(low))",,0.616822
Viral RNA decreased slightly in the survivor between days 8 and 10 and was no longer detectable after day 12.,2,raw,"globally[8,10](d_virus(t) = -d_c(low)) and globally[12,inf](virus(t) = c(low))",,0.616822
Viral RNA decreased slightly in the survivor between days 8 and 10 and was no longer detectable after day 12.,2,consolidated,"globally[8,10](d_virus(t) = -d_c(low))",1,0.610084
Viral RNA decreased slightly in the survivor between days 8 and 10 and was no longer detectable after day 12.,2,consolidated,"globally[12,inf](virus(t) = c(low))",1,0.617970
"One animal, which succumbed on day 12, experienced a slight decrease in both ALT and AST on day 12 compared to day 10 post-infection.",1,raw,"globally[12,12](alt(t) < alt(10) and ast(t) < ast(10))",,0.591056
"One animal, which succumbed on day 12, experienced a slight decrease in both ALT and AST on day 12 compared to day 10 post-infection.",1,raw,"globally[12,12](d_alt(t) < -d_c(low) and d_ast(t) < -d_c(low))",,0.567439
"One animal, which succumbed on day 12, experienced a slight decrease in both ALT and AST on day 12 compared to day 10 post-infection.",1,raw,"globally[12,12](alt(t) < alt(10) and ast(t) < ast(10))",,0.591056
"One animal, which succumbed on day 12, experienced a slight decrease in both ALT and AST on day 12 compared to day 10 post-infection.",1,raw,"globally[12,12](alt(t) < alt(10) and ast(t) < ast(10))",,0.591056
"One animal, which succumbed on day 12, experienced a slight decrease in both ALT and AST on day 12 compared to day 10 post-infection.",1,raw,"globally[12,12](alt(t) < alt(10) and ast(t) < ast(10))",,0.591056
"One animal, which succumbed on day 12, experienced a slight decrease in both ALT and AST on day 12 compared to day 10 post-infection.",1,raw,"globally[12,12](alt(t) < alt(10) and ast(t) < ast(10))",,0.591056
"One animal, which succumbed on day 12, experienced a slight decrease in both ALT and AST on day 12 compared to day 10 post-infection.",1,raw,"globally[12,12](alt(t) < alt(10) and ast(t) < ast(10))",,0.591056
"One animal, which succumbed on day 12, experienced a slight decrease in both ALT and AST on day 12 compared to day 10 post-infection.",1,raw,"eventually[12,12](alt(t) < alt(10) and ast(t) < ast(10))",,0.597272
"One animal, which succumbed on day 12, experienced a slight decrease in both ALT and AST on day 12 compared to day 10 post-infection.",1,raw,"eventually[12,12](alt(t) < alt(10) and ast(t) < ast(10))",,0.597272
"One animal, which succumbed on day 12, experienced a slight decrease in both ALT and AST on day 12 compared to day 10 post-infection.",1,raw,"globally[12,12](alt(t) < alt(10) and ast(t) < ast(10))",,0.591056
"One animal, which succumbed on day 12, experienced a slight decrease in both ALT and AST on day 12 compared to day 10 post-infection.",1,raw,"globally[12,12](alt(t) < alt(10) and ast(t) < ast(10))",,0.591056
"One animal, which succumbed on day 12, experienced a slight decrease in both ALT and AST on day 12 compared to day 10 post-infection.",1,raw,"globally[12,12](alt(t) < alt(10) and ast(t) < ast(10))",,0.591056
"One animal, which succumbed on day 12, experienced a slight decrease in both ALT and AST on day 12 compared to day 10 post-infection.",1,raw,"globally[12,12](alt(t) < alt(10) and ast(t) < ast(10))",,0.591056
"One animal, which succumbed on day 12, experienced a slight decrease in both ALT and AST on day 12 compared to day 10 post-infection.",1,raw,"globally[12,12](alt(t) < alt(10) and ast(t) < ast(10))",,0.591056
"One animal, which succumbed on day 12, experienced a slight decrease in both ALT and AST on day 12 compared to day 10 post-infection.",1,raw,"eventually[12,12](alt(t) < alt(10) and ast(t) < ast(10))",,0.597272
"One animal, which succumbed on day 12, experienced a slight decrease in both ALT and AST on day 12 compared to day 10 post-infection.",1,consolidated,"eventually[12,12](alt(t) < alt(10) and ast(t) < ast(10))",1,0.597272
"The animal that survived challenge experienced peak ALKP on day 10, and levels were comparable to those of the animals that succumbed to infection.",0,raw,"eventually[10,10](d_alkp(t) = 0 and alkp(t) = alkp(10))",,0.522205
"The animal that survived challenge experienced peak ALKP on day 10, and levels were comparable to those of the animals that succumbed to infection.",0,raw,"globally[10,10](d_alkp(t) = 0 and alkp(t) = alkp(10))",,0.494514
"The animal that survived challenge experienced peak ALKP on day 10, and levels were comparable to those of the animals that succumbed to infection.",0,raw,"globally[10,10](d_alkp(t) = 0 and alkp(t) = c(high))",,0.574887
"The animal that survived challenge experienced peak ALKP on day 10, and levels were comparable to those of the animals that succumbed to infection.",0,raw,"eventually[10,10](d_alkp(t) = 0 and alkp(t) = alkp(10))",,0.522205
"The animal that survived challenge experienced peak ALKP on day 10, and levels were comparable to those of the animals that succumbed to infection.",0,raw,"eventually[10,10](d_alkp(t) = 0 and alkp(t) = c(high))",,0.594866
"The animal that survived challenge experienced peak ALKP on day 10, and levels were comparable to those of the animals that succumbed to infection.",0,consolidated,"eventually[10,10](d_alkp(t) = 0 and alkp(t) = c(high))",1,0.594866
"The animal that survived challenge experienced peak CRP levels on day 8, and levels were comparable to animals that did not survive challenge.",1,raw,"globally[8,8](d_crp(t) = 0 and crp(t) = c(high))",,0.543829
"The animal that survived challenge experienced peak CRP levels on day 8, and levels were comparable to animals that did not survive challenge.",1,raw,"globally[8,8](d_crp(t) = 0 and crp(t) = c(high))",,0.543829
"The animal that survived challenge experienced peak CRP levels on day 8, and levels were comparable to animals that did not survive challenge.",1,raw,"globally[8,8](d_crp(t) = 0 and crp(t) = c(high))",,0.543829
"The animal that survived challenge experienced peak CRP levels on day 8, and levels were comparable to animals that did not survive challenge.",1,raw,"globally[8,8](d_crp(t) = 0 and crp(t) = c(high))",,0.543829
"The animal that survived challenge experienced peak CRP levels on day 8, and levels were comparable to animals that did not survive challenge.",1,consolidated,"globally[8,8](d_crp(t) = 0 and crp(t) = c(high))",1,0.543829
"Neither IL-10 nor IFN-γ were detected in the serum of the animal that survived challenge, on the days tested.",2,raw,"globally[0,inf](il10(t) < c(low) and ifnγ(t) < c(low))",,0.620411
"Neither IL-10 nor IFN-γ were detected in the serum of the animal that survived challenge, on the days tested.",2,raw,"globally[0, inf](il10(t) = c(low) and ifnγ(t) = c(low))",,0.621870
"Neither IL-10 nor IFN-γ were detected in the serum of the animal that survived challenge, on the days tested.",2,raw,"globally[0,inf](il10(t) = c(low) and ifnγ(t) = c(low))",,0.621870
"Neither IL-10 nor IFN-γ were detected in the serum of the animal that survived challenge, on the days tested.",2,raw,"globally[0,inf](il10(t) = c(low) and ifnγ(t) = c(low))",,0.621870
"Neither IL-10 nor IFN-γ were detected in the serum of the animal that survived challenge, on the days tested.",2,raw,"globally[0, inf](il10(t) = c(low) and ifnγ(t) = c(low))",,0.621870
"Neither IL-10 nor IFN-γ were detected in the serum of the animal that survived challenge, on the days tested.",2,raw,"globally[0,inf](il10(t) = c(low) and ifnγ(t) = c(low))",,0.621870
"Neither IL-10 nor IFN-γ were detected in the serum of the animal that survived challenge, on the days tested.",2,raw,"globally[0,inf](il10(t) < c(low) and ifnγ(t) < c(low))",,0.620411
"Neither IL-10 nor IFN-γ were detected in the serum of the animal that survived challenge, on the days tested.",2,raw,"globally[0,inf](il10(t) = c(low) and ifnγ(t) = c(low))",,0.621870
"Neither IL-10 nor IFN-γ were detected in the serum of the animal that survived challenge, on the days tested.",2,consolidated,"globally[0,inf](il10(t) = c(low) and ifnγ(t) = c(low))",1,0.621870
"In most animals, an approximate two- to threefold decrease of CD3 +T-cells was observed, which began between days 3 and 5, reaching a nadir by day 8 (Fig. 7B).",0,raw,"eventually[3,5](d_tcells(t) < -d_c(low)) and eventually[8,8](tcells(t) < tcells(0) and d_tcells(t) = 0)",,0.647783
"In most animals, an approximate two- to threefold decrease of CD3 +T-cells was observed, which began between days 3 and 5, reaching a nadir by day 8 (Fig. 7B).",0,raw,"eventually[3,5](d_tcells(t) < 0) and globally[8,8](d_tcells(t) = 0)",,0.625181
"In most animals, an approximate two- to threefold decrease of CD3 +T-cells was observed, which began between days 3 and 5, reaching a nadir by day 8 (Fig. 7B).",0,raw,"eventually[3,5](d_tcells(t) < 0) and eventually[8,8](d_tcells(t) = 0 and tcells(t) < tcells(0))",,0.639630
"In most animals, an approximate two- to threefold decrease of CD3 +T-cells was observed, which began between days 3 and 5, reaching a nadir by day 8 (Fig. 7B).",0,raw,"eventually[3,5](d_tcells(t) < 0) and eventually[5,8](d_tcells(t) = 0)",,0.628162
"In most animals, an approximate two- to threefold decrease of CD3 +T-cells was observed, which began between days 3 and 5, reaching a nadir by day 8 (Fig. 7B).",0,raw,"eventually[3,5](d_tcells(t) < -d_c(low)) and eventually[8,8](d_tcells(t) = 0)",,0.643318
"In most animals, an approximate two- to threefold decrease of CD3 +T-cells was observed, which began between days 3 and 5, reaching a nadir by day 8 (Fig. 7B).",0,raw,"eventually[3,5]globally(d_tcells(t) < 0) and eventually[8,8](d_tcells(t) = 0)",,0.626741
"In most animals, an approximate two- to threefold decrease of CD3 +T-cells was observed, which began between days 3 and 5, reaching a nadir by day 8 (Fig. 7B).",0,raw,"eventually[3,5](d_tcells(t) < 0) and eventually[5,8](d_tcells(t) = 0)",,0.628162
"In most animals, an approximate two- to threefold decrease of CD3 +T-cells was observed, which began between days 3 and 5, reaching a nadir by day 8 (Fig. 7B).",0,raw,"eventually[3,5]globally(d_tcells(t) < 0) and eventually[8,8](d_tcells(t) = 0)",,0.626741
"In most animals, an approximate two- to threefold decrease of CD3 +T-cells was observed, which began between days 3 and 5, reaching a nadir by day 8 (Fig. 7B).",0,raw,"eventually[3,5]globally(d_tcells(t) < 0) and eventually[8,8](d_tcells(t) = 0)",,0.626741
"In most animals, an approximate two- to threefold decrease of CD3 +T-cells was observed, which began between days 3 and 5, reaching a nadir by day 8 (Fig. 7B).",0,consolidated,"eventually[3,5](d_tcells(t) < -d_c(low))",1,0.679904
"In most animals, an approximate two- to threefold decrease of CD3 +T-cells was observed, which began between days 3 and 5, reaching a nadir by day 8 (Fig. 7B).",0,consolidated,"eventually[8,8](d_tcells(t) = 0)",1,0.604476
"In most animals, an approximate two- to threefold decrease of CD3 +T-cells was observed, which began between days 3 and 5, reaching a nadir by day 8 (Fig. 7B).",0,consolidated,"eventually[8,8](tcells(t) < tcells(0) and d_tcells(t) = 0)",1,0.626152
"As seen with CD3 + T-cells, a steady decline in CD20 + B-cells was observed beginning by days 3 and 5, with the largest decrease of approximately two to threefold noted by day 7 or 8.",0,raw,"globally[3,8](d_bcells(t) < 0) and eventually[7,8](bcells(t) < bcells(0))",,0.734663
"As seen with CD3 + T-cells, a steady decline in CD20 + B-cells was observed beginning by days 3 and 5, with the largest decrease of approximately two to threefold noted by day 7 or 8.",0,raw,"eventually[3,5]globally(d_bcells(t) < -d_c(low)) and eventually[7,8](bcells(t) < c(low))",,0.741603
"As seen with CD3 + T-cells, a steady decline in CD20 + B-cells was observed beginning by days 3 and 5, with the largest decrease of approximately two to threefold noted by day 7 or 8.",0,raw,"eventually[3,5]globally(d_bcells(t) < 0) and eventually[7,8](bcells(t) < c(low))",,0.754672
"As seen with CD3 + T-cells, a steady decline in CD20 + B-cells was observed beginning by days 3 and 5, with the largest decrease of approximately two to threefold noted by day 7 or 8.",0,raw,"eventually[3,5]globally(d_bcells(t) < 0) and eventually[7,8](bcells(t) < c(low))",,0.754672
"As seen with CD3 + T-cells, a steady decline in CD20 + B-cells was observed beginning by days 3 and 5, with the largest decrease of approximately two to threefold noted by day 7 or 8.",0,raw,"eventually[3,5]globally(d_bcells(t) < 0) and eventually[7,8](bcells(t) < bcells(0))",,0.747741
"As seen with CD3 + T-cells, a steady decline in CD20 + B-cells was observed beginning by days 3 and 5, with the largest decrease of approximately two to threefold noted by day 7 or 8.",0,raw,"globally[3,8](d_bcells(t) < -d_c(low)) and eventually[7,8](d_bcells(t) < -d_c(high))",,0.708776
"As seen with CD3 + T-cells, a steady decline in CD20 + B-cells was observed beginning by days 3 and 5, with the largest decrease of approximately two to threefold noted by day 7 or 8.",0,raw,"eventually[3,5]globally(d_bcells(t) < 0) and eventually[7,8](bcells(t) < bcells(0))",,0.747741
"As seen with CD3 + T-cells, a steady decline in CD20 + B-cells was observed beginning by days 3 and 5, with the largest decrease of approximately two to threefold noted by day 7 or 8.",0,raw,"globally[3,8](d_bcells(t) < 0) and eventually[7,8](bcells(t) < bcells(0))",,0.734663
"As seen with CD3 + T-cells, a steady decline in CD20 + B-cells was observed beginning by days 3 and 5, with the largest decrease of approximately two to threefold noted by day 7 or 8.",0,raw,"globally[3,8](d_bcells(t) < -d_c(low)) and eventually[7,8](bcells(t) = c(low))",,0.716504
"As seen with CD3 + T-cells, a steady decline in CD20 + B-cells was observed beginning by days 3 and 5, with the largest decrease of approximately two to threefold noted by day 7 or 8.",0,raw,"globally[3,8](d_bcells(t) < 0) and eventually[7,8](bcells(t) < c(low))",,0.736793
"As seen with CD3 + T-cells, a steady decline in CD20 + B-cells was observed beginning by days 3 and 5, with the largest decrease of approximately two to threefold noted by day 7 or 8.",0,raw,"globally[3,8](d_bcells(t) < 0) and eventually[7,8](bcells(t) = c(low))",,0.732121
"As seen with CD3 + T-cells, a steady decline in CD20 + B-cells was observed beginning by days 3 and 5, with the largest decrease of approximately two to threefold noted by day 7 or 8.",0,raw,"eventually[3,5]globally(d_bcells(t) < 0) and eventually[7,8](bcells(t) < bcells(0))",,0.747741
"As seen with CD3 + T-cells, a steady decline in CD20 + B-cells was observed beginning by days 3 and 5, with the largest decrease of approximately two to threefold noted by day 7 or 8.",0,raw,"eventually[3,5]globally(d_bcells(t) < -d_c(low)) and eventually[7,8](bcells(t) < c(low))",,0.741603
